318,100,353,100,353,126,318,126
243,107,271,107,271,133,243,133
269,110,317,104,320,126,272,132
192,119,217,119,217,138,192,138
217,119,246,119,246,135,217,135
338,369,374,387,366,404,330,386
370,382,427,420,414,439,357,401
555,407,581,407,581,426,555,426
592,410,663,410,663,426,592,426
834,426,892,432,890,454,832,448
890,435,921,435,921,452,890,452
527,442,557,442,557,464,527,464
433,471,452,471,452,485,433,485
595,480,625,480,625,503,595,503
517,489,553,489,553,503,517,503
553,487,585,487,585,515,553,515
628,499,639,499,639,513,628,513
532,501,553,501,553,513,532,513
637,508,656,508,656,522,637,522
527,513,550,513,550,522,527,522
553,513,576,513,576,525,553,525
525,534,536,534,536,548,525,548
672,581,698,581,698,600,672,600
712,583,766,583,766,602,712,602
466,583,553,583,553,604,466,604
428,590,452,590,452,604,428,604
2,677,63,677,63,698,2,698
382,782,412,782,412,808,382,808
412,782,433,782,433,806,412,806
921,834,977,834,977,857,921,857
740,836,773,836,773,860,740,860
839,836,867,836,867,860,839,860
246,839,274,839,274,862,246,862
686,839,735,839,735,864,686,864
780,839,832,839,832,862,780,862
874,839,918,839,918,857,874,857
185,843,210,843,210,864,185,864
208,843,246,843,246,864,208,864
138,846,185,846,185,867,138,867
841,860,895,860,895,888,841,888
771,862,839,862,839,888,771,888
897,864,989,864,989,890,897,890
677,867,712,867,712,890,677,890
717,867,768,867,768,890,717,890
635,869,672,869,672,890,635,890
60,890,100,890,100,911,60,911
351,892,365,892,365,909,351,909
367,890,398,890,398,911,367,911
250,895,262,895,262,914,250,914
262,895,290,895,290,914,262,914
728,895,766,895,766,918,728,918
768,895,822,895,822,918,768,918
825,895,885,895,885,921,825,921
135,897,178,897,178,918,135,918
57,917,102,912,104,931,59,936
776,923,831,919,833,944,778,947
722,926,775,922,776,945,724,949
834,923,897,923,897,946,834,946
234,942,307,942,307,963,234,963
117,949,166,949,166,965,117,965
164,946,185,946,185,965,164,965
358,951,393,951,393,967,358,967
236,965,304,965,304,984,236,984
117,967,166,967,166,986,117,986
166,970,185,970,185,984,166,984
356,967,393,967,393,989,356,989
232,982,285,982,285,1003,232,1003
288,984,307,984,307,1000,288,1000
117,989,164,989,164,1005,117,1005
166,989,185,989,185,1005,166,1005
356,989,393,989,393,1010,356,1010
232,1003,285,1003,285,1024,232,1024
283,1003,304,1003,304,1021,283,1021
114,1007,182,1007,182,1026,114,1026
356,1010,393,1010,393,1028,356,1028
232,1024,304,1024,304,1045,232,1045
112,1026,164,1026,164,1045,112,1045
164,1028,182,1028,182,1045,164,1045
358,1033,393,1033,393,1050,358,1050
114,1047,164,1047,164,1064,114,1064
164,1045,182,1045,182,1064,164,1064
234,1045,307,1045,307,1064,234,1064
358,1054,393,1054,393,1071,358,1071
114,1065,183,1068,182,1086,114,1083
232,1064,304,1064,304,1085,232,1085
847,1145,901,1142,903,1166,849,1170
733,1150,782,1150,782,1176,733,1176
785,1149,847,1153,845,1178,783,1175
0,1178,18,1178,18,1200,0,1200
825,1207,890,1207,890,1232,825,1232
712,1211,750,1211,750,1237,712,1237
750,1211,825,1211,825,1237,750,1237
663,1221,712,1221,712,1244,663,1244
570,1234,632,1221,638,1249,576,1263
635,1225,660,1225,660,1246,635,1246
522,1237,574,1237,574,1263,522,1263
405,1246,452,1246,452,1282,405,1282
453,1248,522,1245,523,1270,455,1273
292,1249,363,1249,363,1277,292,1277
363,1249,407,1249,407,1282,363,1282
262,1253,292,1253,292,1277,262,1277
